,資料類別,編號,content,Unit,修正後區域標記,修正後情緒標記,subject1,subject2,subject3,subject4,subject5,reCheckedEmotion,reCheckedsubject,freq
433,2020新聞,1514,總統府國策顧問、國內綜藝界大姊大白冰冰昨天專程南下高雄市岡山區，為市議員陸淑美加油打氣，受到陸淑美和服務團隊熱情相迎。白冰冰強調陸淑美有情有義，更有媽祖婆的愛心、善心，是最優秀的好議員，岡山地區的鄉親一定要全力支持連任。海派作風、為人阿莎力的陸淑美，除了在政界是廣結善緣，有豐厚人脈之外，在影藝界也是相交滿天下，有非常多的藝人好友。白冰冰就是和陸淑美相識多年的故交，陸淑美過去每屆打選戰，白冰冰一定沒有缺席，再怎麼忙錄也會撥空親自為陸淑美站台助陣。白冰冰昨天中午來到陸淑美岡山服務處，受到陸淑美和服務處團隊的熱情歡迎，好友相見、並帶來滿滿元氣加油祝福，讓陸淑美備感溫馨。白冰冰親民作風，和服務處團隊閒話家常，也不改幽默談吐，向岡山地區鄉親強力推薦陸淑美。白冰冰說，陸淑美是她認識最有正義感的民意代表，一路走來有情有義，始終如一，對待鄉親更是如同親人般親切，從任職縣議員、到市議員，陸淑美都是秉持專業服務，全心為社里爭取權益和建設，這款好議員，一定要繼續連任。白冰冰也推崇陸淑美從政以來就保持一顆良善的心，她聞聲救苦，常常號召企業界、好友一起做善事，捐贈物資、善款幫助弱勢，就好像是人間媽祖婆，有愛心、有善心。陸淑美除了有白冰冰的情義相挺，她於十一月一日上午十點的競選總部成立大會，也有民視八點檔龍飛鳳舞演員站台助陣。,[],0,3,29, , , , ,1,29,102
236,2020新聞,839,國道一號鼎金南下匝道昨天舉行通車典禮，國民黨籍立委黃昭順因不滿民進黨立委在休會期藉由考察名義，要求交通部舉行通車典禮，昨天率同黨籍基層民代和里長在現場舉「割稻尾、抗議！」、「假考察之名、綁架通車典禮之實」白布條表達不滿。黃昭順指出，國一和國十鼎金系統交流道長年交通壅塞，為解決此一交通亂象，早在蕭萬長擔任行政院長時，國道十路原始規劃為由榮總一路沿中華路一直到前鎮、小港，形成高雄市都會快速道路系統。詎料，在政黨輪替後，高雄市政府將快速道路由翠華路下到平面道路，造成目前鼎金系統交流道的交通黑暗期。歷經前立委侯彩鳳、交通部長蔡堆、毛治國院長都親自用心到場了解關心，尋求解決方法。黃昭順表示，台東縣立委劉櫂豪從未如此關心過高雄市交通重大建設，卻在休會期間還假交通委員會考察之名，進行高雄市重大交通建設會勘。昨天下午四點才通車的路段，卻要求高公局在上午舉辦通車典禮，司馬昭之心人盡皆知。黃昭順說，李昆澤立委在臉書上曾表示，一○二年五月成功爭取增設鼎力路南下出口匝道工程等語，但李昆澤卻沒有發現，該案如果相關單位可以跟上期程，就不會一再延宕，通車至少可以提前一年以上。黃昭順表示，當初提出該案為鼎金系統交流道完整善方案的一環，徹底解決鼎金系統交流道交通壅塞問題，而非頭痛醫頭、腳痛醫腳的貼藥膏的處理方式，接下來她將推動國道十路連接國一北上匝道的工程儘速興建，讓高雄人不用再繼續忍受高架與平面長期塞車之苦。,[],0,2,5, , , , ,0,5,334
799,2020新聞,3349,高雄市長陳菊昨偕同民進黨鳳山區立委許智傑與多位綠營市議員，前往鳳山林家弔唁紅派大老林仙保，陳菊表示林仙保任省議員時期兩人就認識，也認識沈若蘭，所以來致意。陳菊幕僚指出，陳菊與綠營民代弔唁林仙保，純粹是地方人情義理、也是對老前輩的敬重，外界不必多做聯想。地方人士則透露，林仙保辭世後，陳菊先是委請鳳山區長王嘉東前往致意，並表達市府願協助林老治喪事宜，接著送來花籃、還指派副市長劉世芳弔唁，昨日陳菊更親自到場，讓林家親友點滴在心頭。前行政院秘書長林益世父親、原高縣紅派大老林仙保，三月廿三日上午在鳳山住家傳出身體不適，被送往國軍高雄醫院急救仍宣告不治、享壽七十八歲；因林益世涉入地勇案即將判決，林仙保辭世引發外界關切。連日來，親朋好友陸續前往林家弔唁、或致送花圈花籃致意，其中行政院南部服務中心主任楊秋興、國民黨高市黨團總召陸淑美、親民黨主席宋楚瑜均先後到場致哀。林仙保告別式訂四月十三日上午舉行。,[],0,3,31, , , , ,1,31,17
233,2021市總,835,在鐵路地下化之後，我們的廊道建設及規劃，是對三民區的興盛再起有很大的影響。我們都知道在世界各國的大城市當中，車站往往是一個城市很重要的商業聚集、生活圈非常方便的地方，在台北車站周邊的商業效益，可以說是非常的可觀。我們看看高雄市這幾年來，高雄車站周邊因為鐵路地下化，生意非常的冷清，旁邊大樓的出租率也非常低，在高雄車站你看不到一個城市的活力及動力的氣息，也反映出基層的經濟生活非常的艱辛。目前鐵路地下化已經進入到第二個階段了，車站周邊納入施工區，進入交通黑暗期，車站周邊很嚴重的，就是停車非常困難，而且影響居民生活及商圈的發展。而高雄火車是在三民區，鐵路地下化之後，鐵軌拆除以後這個廊道的規劃及建設，不只是影響到三民區，也是銜接高雄市經濟的命脈。因為當初鐵路切割的區域都可以貫通，不會因為鐵路的切割命運不同，我想有幾個層面，我要跟市政府團隊來研究一下，鐵路地下化，對於高雄的未來是有很多的機會來再度的興盛。鐵路地下化，是高雄市殷切盼望的一個城市轉變的過程，但是雖然工程還在進行，我們現在已經隨著中庸街的打通，沿線立體的設施繼續的拆除，金川街到華安街、平等路一直到婦女館西側兩段園道的開放，城市已經開始進行直的改變。整個園道的綠廊，這是我們當初設計鐵軌拆除之後，整個都變成綠廊，預定在明年初就要開始施工，當然很多居民都在問，這個實在是拖了有10年的時間，居民都非常的關心，因為影響高雄的經濟發展及交通的便利性非常大。所以希望到時候這個廊道完成了之後，就可以建構一個全新型態的綠廊，也希望都市生活的空間能夠建構整個全新的，對於高雄的經濟成長及生活空間的發展，會有非常大的幫助。目前火車站的後站，因為施工的關係，停車很不容易，後火車站也有一些服飾的批發，農曆春節前你們就會看到，也是一個採購的旺季，這邊停車也非常不容易。再過來長明街是電子零件街，有非常多的電子零件，包括選購電腦及電子產品的消費，都是需要有一些很大的停車空間，如果市長你們走到那邊去的時候，你就會發現那邊的交通非常壅塞。我想請問交通局長，在鐵路地下化的第一個階段完工，但是10年多的施工期間，也造成附近居民生活很大的衝擊，還有商圈發展的傷害非常大，第二個階段要緊急施工了，施工期間我看起碼要5年的時間，這個台鐵局跟鐵道局也有責任來協助商圈的發展，及提升居民的生活品質。,['高雄市政府交通局'],0,2,5, , , , ,1,5,334
453,2020新聞,1588,另外，鐵路地下化工程積極的施工中，但該地下化路段卻只到鳳山地區而已，往南的後庄與九曲兩個車站，卻沒有一併轉入地下，將來還是保留平面軌道在運行，這對後庄與九曲附近居民顯然不公。因為，平面車道往來行車的噪音大，嚴重影響延線兩旁住戶的安寧，對地方長期發展更是一大障礙，因此希望後庄與九曲也併入地下。市府交通局長陳勁甫局長說，這是中央交通部的權責，他會代為向交通部反映地方民意的心聲。,['高雄市政府交通局'],0,3,5, , , , ,1,5,334
949,2020市總,4063,過來，就是前鎮的渡輪站要如何改進？我們希望交通局能去了解，現在大概有多少人在那裡搭乘，發揮多少功能？如果前鎮渡輪站是未來重要的觀光路線，我覺得這部分應該要優先改進，不能任憑它老舊不堪，如果這部分不是重點，那至少也不能讓它破舊，我覺得這樣對市府的形象也不好，所以我希望觀光局、交通局，針對這部分進行了解，到底渡輪站的周遭還有沒有改善的空間，希望你們一個月之內，把你們對渡輪站未來的規劃，能夠讓市長了解。,"['高雄市政府交通局', '高雄市政府觀光局']",0,3,5, , , , ,1,5,334
998,2020市總,4165,我們看下面一張，公園的相關栽植與硬體的建設，林園1公頃以上的公園預定地共有8座，林園只開闢1座，只開闢漁港公園那一座而已，三年前開闢的，看這悲不悲哀！1公頃以下的有45座，可是1座都沒有開發，你敢說林園公園預定地的地目哪一處是有徵收的？去年沒編預算，今年也沒有編預算，要檢討嗎？林園不夠條件嗎？這個資料是高雄市政府給我的，1公頃以上的有8座，林園的公園地目預定地連一座也沒有，只在中芸漁港開闢1座而已，1公頃以下有45座，可是連1座都沒有開發。這是林園人的悲哀，道路沒有開闢，公園也沒有開發，難怪林園十幾年來人口一直停留在7萬多人，人口不斷流失，這不是林園人的悲哀，不然是什麼？我在林園土生土長，離開二十五年後，想看林園的進步，回到林園，看到的真是感到悲哀。高雄市一直在進步，現在縣市合併了，相關局處的規劃也沒有把這個放進去，這難道不是數字嗎？這不是理由嗎？這不應該徵收開闢1座公園嗎？不應該開闢1座1公頃以下的公園嗎？或是徵收開闢1座1公頃以上的公園嗎？我們看下一張，這是「藥草公園」，這是向海軍陸戰隊爭取的，我們的陳啟昱副市長在他立委任內，花二年的時間向國防部長爭取，一直在質詢才有的，你看這種官員有多可惡！那塊500公尺的土地任它荒廢五年，雜草長得快要2層樓高，我如果每天經過清水巖，從道路經過，就看到那座公園荒廢在那裡，向他要他不給，我說只要給我們維護管理就好了，好不容易在副市長爭取之下，這座公園3公頃，花900多萬元開闢，我上次也說過了，現在變成這個樣子，這像公園嗎？這叫「藥草公園」嗎？為什麼會叫「藥草公園」？就是要讓民眾散步之外，還可以讓學生、讓我們的鄉親去認識藥草，這是一個很好的構思，是我在鄉長任內推動的，推動完之後就縣市合併了，本來希望相關單位能夠撥出一些經費來維護，結果也沒有編人，現在還是清水巖的委員會在認養，有人在關心嗎？區公所有關心嗎？高雄市林園區只有我一個議員，大寮的議員會來關心嗎？副座也是我們選區的，他光是大寮那一區就顧不了了，我跟副座說：「你顧大寮，我來顧林園，我們互相來打拚，對不對？副座。」這是事實啊！主席（蔡副議長昌達）：不必說到選舉的事情，我們要共同打拚。,[],0,3,0, , , , ,0,0,333
2994,2020部門,10489,都市發展局林局長裕益：我先簡要報告剛剛高議員質詢的三點，第一點，彌陀4米寬人行步道，這個要檢討，這個本來是納入變更案，因為後來這也涉及到私有土地，地主有17個，有9個是不同意，超過一半沒有同意，所以在最近一次通檢是維持原計畫。因為這個涉及到回饋負擔的問題，也影響到地主的意願，未來看有沒有機會再等待下一次的通檢，如果地主的意願能夠整合的話。第二點，有關燕巢海成社區和寶頂社區，這個部分是涉及到內政部訂定的高雄新市鎮特定區計畫，目前民眾的意見，我們會轉達內政部來審慎評估，納入在我們下次通盤檢討研議中。?…。?另外，橋頭科學園區，目前這個是中央科技部在推動的一個科學園區計畫，涉及到本局的業務是有關於都審的部分，這個問題我們也非常關心，目前在內政部都委會審議當中，未來在都委會審議當中，我們會積極跟內政部來爭取。以上簡單報告。?…。?主席（曾議員麗燕）：黃局長，請答復。地政局黃局長進雄：我簡扼的報告，…。?…。?我先講科學園區的部分，那個是中央的，我們代工，我們的公益性、必要性在3月29日已經交給營建署了，這是第一點。第二點，第87期重劃區目前總進度是68.32，但是像剛剛提到說需要打基樁的部分已經9成、污水也是9成，纜線跟管線的工程都9成以上。現在最重要的是目前欣欣市場的遷移問題，他要到新的地方一直在延宕，所以我們的工程就被 delay，因為當時是希望他們可以無縫接軌不要影響生計，到那邊的時候我們再進行工程，現在最新的進度是 5月底就會搬過去，接下來我們會進行還未完成的這一段。另外，現在在做的就是介壽路的部分，台電已經在佈設管線、纜線，這個完成以後，到公5的電線桿也要下地以後才能送電，因此整個工程估計要到11月就能全部完工，以上報告。〔…。〕因為克難街要拓寬，現在還沒有完成的大部分都是級配，還有柏油跟電的部分，因為沒有送電，所以這些路燈沒有辦法亮，如果發生事情這部分責任就很難釐清，因此完成後再開放。,"['高雄市都市計畫委員會', '高雄市政府地政局', '高雄市政府都市發展局']",0,3,17, , , , ,1,17,188
1021,2020市總,4208,"再來，我要請教社會局，社會局長是新科上任的。針對現在開始，社會局報中低收入或是殘障的，現在法訂得比較嚴是其次，我請教你，你先坐一下，勞工局長，勞工局的職業工會是有固定的老闆可以領薪水的嗎？請勞工局長一下。主席（蔡副議長昌達）：請局長。勞工局鍾局長孔炤：職業工會是指無一定雇主。鄭議員新助：沒有一定雇主，薪水不固定嘛，底薪多少？底薪？勞工局鍾局長孔炤：1萬7,880元。鄭議員新助：對，謝謝。社會局長，現在你們要報低收入戶，如果那個人加入工會，你就把人家報成在工會有領1萬8,000元，社會局長，你的看法如何？主席（蔡副議長昌達）：局長，請答覆。社會局張局長乃千：我們現在是依他現在投保的薪資做一定的標準。鄭議員新助：錯了，勞工局說他沒有一定的雇主。社會局張局長乃千：是，如果他這個部分就可以提出他的證明…。","['高雄市政府社會局', '高雄市政府勞工局']",0,3,6, , , , ,1,6,95
207,2021市總,762,講到岡山87期，那一天我們有看到雅芬議員也有提到說他們那邊都沒有活動中心，本席也要幫岡山地區沒有活動中心的請命一下。副座也知道，協榮、劉厝、信義這三個里完全沒有活動中心，他們在這裡活動都是借別人的地方。當然87期的土地很值錢，可是到底能不能讓我們來蓋活動中心？我是不知道。我建議在信義里、協榮里、劉厝里剛剛好在87期的中間，我昨天有問過地政局，他說那邊是有土地，但是如果要蓋要花很多錢。民政局，岡山這邊有沒有公有的硬體建物，可以給這三個里使用的，附近有沒有？請局長答復。主席（陸副議長淑美）：請曹局長答復。民政局曹局長桓榮：謝謝議員對岡山這幾個里的關心。針對這個部分，目前的盤點暫時沒有，但是我們現在有規劃新生社旁邊配合87期。因為市長還有李副市長都非常支持岡山整個發展，所以我們正在做多功能的福利中心，包括行政中心的評估，如果可行的話，我們有可能在新生社跟87期的中間有一塊機關用地，我們可以一起整體的規劃，到時候我們就可以把活動中心一起納入做評估。宋議員立彬：謝謝局長。我會說這件事是因為他們都沒有活動中心，市民朋友要辦活動都需要跟別人借地方，非常辛苦。因為沒有里辦公處，常常找不到里長，原高雄縣很多社區完全沒有活動中心，也沒有里辦事處。所以我們要思考一下，既然有一個里，市府就應該有一個里辦事處，可以讓里民隨時可以找到里長，或是辦事、洽公、詢問也好，它也是民政局的一個機制，對不對，你要發布的政策、政令都需要經過里幹事，里幹事沒有辦公處，你想里民要到什麼地方找他。里民的權益是相等的，這三個里也要有同等的待遇，這是一個事實，他們也是高雄市的市民，為什麼別的里有，他們沒有？我們也應該思考一下。我也拜託里長跟社區發展協會的理事長寫一封陳情書給代理市長跟市府團隊，讓政府看到我們的需求，希望市政府可以聽到他們的聲音，看到他們的需求，真正達到里民權益相等、待遇也要相等的，這是非常重要的。葉副市長，我們講了很多，你們回去也要評估，所以我們再來討論，也不要說總質詢完之後就都忘記了。好像我在這邊表演過後，你們就沒有事情了，不能這樣子，如果是這樣就失去了總質詢所代表的意義了。總質詢就是把地方上的問題提出，給所有的局處首長跟副市長參考，我們的需求是什麼？可不可能做？有沒有辦法做？是市政府團隊應該努力的。不要有一個觀念就是總預算不要罵我就可以了，其他的都沒有關係。後續會開完了，聯絡員說議員我們沒有經費。要等到下一個會期。議員，會啦！會啦！你這一件我們已經在處理。這樣都太消極了。當公務人員要有guts，可以就可以，不可以就不可以；有錢就有錢，沒錢就沒錢，不要拖泥帶水，所以拜託一下。,"['高雄市政府民政局', '高雄市政府地政局']",0,2,4, , , , ,0,4,167
1191,2020市總,4568,還有就是我們的市場跟停車場，其實民生必需用品，就是市場每天要用的柴、米、油、盬、醬、醋、茶都在這邊，可是那邊也只有規劃了一塊市場用地，那個市場用地後來我們經過協調，經發局的市管處說你們不會再興建市場了嘛！既然你們不會再興建市場，那塊用地怎麼處理呢？可是市場是大家每天必須用的，所以那邊的市民非常的著急，每天都要跑到哈囉市場很遠，我剛剛講過，那邊其實年紀大的人滿多的，還要坐公車出去，公車路線又不是那麼的完整，所以他們真的很困擾，我希望這個部分，我要跟市長報告，這個市場案子，其實中央已經有幫我們解決了，所以我在這邊要特別跟你們提，我們在年初的時候就一直陸續在做，到年中的時候，在8月初的時候我們已經有跟立法委員黃昭順開過會，那時候已經有請內政部營建署利用城鄉風貌的經費，已經要來規劃這個案子，這個是他們給我們的公文，那時候他們的評估就是說自治新城的市場跟停車場用地的開發，能夠提高我們地方生活品質的，還有便利市民的消費，然後能夠採公共設施多功能目標。所以這個我也要跟市長報告，這個問題我們也已經幫我們市政府解決了，也就是市場的部分，我們內政部已經願意來做了，所以他們這個部分，預估總價值可以提升到九億六千多萬，能夠增加那邊的，當然這是他們的說詞，我們要的只是市場，我也跟市長報告，其實那個市場已經有下文了，目前都在規劃中，也是幫我們經發局解套啦！我知道我們很多議員都以為說沒有市場，所以大家還在爭取，事實上我跟市長報告，已經有了而且在規劃了，目前在規劃設計中，大概快的話要一年多，只是我們擔心的是，這一年多的中間，他們生活中的必須品怎麼辦？所以我這邊曾經要求警察局，是不是請你們也配合一下，那邊如果有一些流動性的攤販，你們就將就一點，讓他們便利一下，因為沒辦法的事情，未來真的有一個很具有規模的BOT案的一個超商會在那邊，這是我們中央挹注的經費，但是我們希望這段時間苦民所苦，因為沒辦法買東西實在很難過的事情，所以希望你們高抬貴手，那個地方就好好的來處理一下，我大概點到為止。剛剛我們講的部分，就是我們的市場用地、我們的停車場，我們的社區就在這個地方，所以這個地方我也在這邊特別提，也很感謝中央還有黃昭順立委幫我們這個忙，也解套了，所以我們希望將來這個案子能夠帶動我們地方有更好的一個消費。,"['高雄市政府警察局', '高雄市政府經濟發展局']",0,3,19,5, , , ,1,19,135
1237,2020市總,4660,剛才蘇議員特別提起鳳山溪曹公圳，這裡我要請蘇議員幫幫忙。有時候不是為了漂亮，不是這樣，你的污水下水，整條溪登革熱的問題等等，如果鳳山溪曹公圳繼續任由它這樣下去，鳳山土地要增值就很困難。要怎麼讓現有在那裡的所有市民朋友，怎麼做更好的溝通，大家創造三贏，市政府很願意，如果不要做，跳過這裡，直接做第四期，這我沒辦法接受，我也沒辦法承諾；要怎麼保障這裡比較困難、比較辛苦的人，怎麼給他們有一個最好的處理，我們針對這個部分很關心，我們會跟蘇議員一起打拚、好好處理。不能讓他就地合法化，那塊土地也是水利會的，現在市政府跟水利會也在溝通，分期，市政府也沒有那麼多經費，我們市政府是希望分期，分5年、6年，愈長愈好，但是水利會的意思是，最好能1年、2年內就給他。這個還在溝通中，但是大方向沒什麼問題。,[],0,3,2, , , , ,1,2,143
1217,2020市總,4621,"11號公園上次民政局曾局長請林園區公所先用地方的回饋金，對於林園11號公園，我知道問題在哪裡，以前遷墓納骨塔那些都是無主的，那裡會做妥善安排，把那個地方做最好的規劃，你說那裡還有私人土地將近5,000萬左右，我們會儘可能。10號公園在對面，10號公園裡面大約1公頃多，1公頃多還有那麼多硬體，所以11號公園就變成比較空曠，整體公園的規劃變成非常重要，所以我們會承諾，11號公園我們會趕快努力，在這個部分來籌措，包括中油我們也願意在這個部分跟它繼續爭取，看能不能中油和市政府各出一半，這個我們會繼續努力，也希望立法委員可以繼續幫忙。","['高雄市林園區公所', '高雄市政府民政局']",0,3,4,4,0, , ,1,4,167
1818,2020市總,5928,接著這張圖片是高屏溪的出海口，這裡是屏東縣的堤防，這邊是高雄市的堤防，這邊是林園工業區，汕尾座落在高屏溪出海口。以前余陳月瑛當縣長時拆除蚵仔架，當時在高屏溪雙園大橋下都是違規蚵架，現在水利局長當時在水利局任職，應該都有印象，這裡蚵仔架拆得清潔溜溜，當時的水流很順暢。那時水流的地方在圖片中的橘線，以前水流的寬度較大；現在的水流是在圖片中的黃線，黃線代表溪水已沖到林園的堤防，所以當初雙園大橋的橋墩會被沖垮、堤防潰堤，因為長期水利署沒有疏濬，屏東原本也有水流，但現在屏東形成一個腹地，因淤積嚴重形成一塊腹地，屏東這邊還能做種植，林園護堤整個都是溪水，中間是高雄市跟屏東縣的分界線，以前的水流大概是兩個縣市的中間，現在已經移位了，這個是非常嚴重的問題。88風災造成雙園大橋斷裂，林園工業區潰堤，如果再沒有做疏濬工程，高屏溪又出溪流又將這裡沖垮，如此石化工業區若爆炸就危險了，請水利局長簡單答復這方面，如何跟中央水利署針對河道來疏濬，這不能放著不管，這裡旁邊只施作消波塊擺設，但之前做的7個消波塊也被沖垮，請局長答復。主席（康議長裕成）：請局長回答。水利局蔡局長長展：整個高屏溪下游端淤積的狀況還有侵蝕的狀況，就如這張航照圖上所顯示的，這幾十年來深糟的部分一直往高雄市沖刷，所以高雄市被沖刷的深度已經造成堤岸大概退縮了100公尺以上，這個部分我們這幾年都持續跟七河局反映，今年11月底有發文給七河局，就是加強高屏溪下游端的整個清淤，不只這個地方，我們整個上游端像六龜、杉林、荖濃溪、旗山溪也有要求七河局加速清淤，而且市政府水利局、區公所都有來協助他們清淤的工作。王議員耀裕：局長，從萬大橋下來這一段大概什麼時候可以清淤？水利局蔡局長長展：這個部分因為我們11月底才發文給七河局，一般他們都在汛期前，也就是明年4月底前會做清淤的動作。王議員耀裕：局長，跟水利署七河局聯絡什麼時候可以清淤，我們也可以到現場來看。,['高雄市政府水利局'],0,3,2, , , , ,1,2,143
2316,2020部門,7522,有關於中正高工操場的問題，中正高工操場的問題，現在我們是由李副市長、教育局，一直和台糖討論中，我們知道軍備局對於市政府提出的方案可以接受，我們透過土地重劃的部分來解決歷史過去到現在沒辦法解決的，希望中正高工每天有幾萬個市民每天都在那裡運動，台糖的土地也是國家的土地，過去都是無償使用，現在台糖成立為一個公司，其實它還是國家經濟部裡面一個台糖公司，所以我們認為台糖公司到目前，我們由李副市長、教育局針對我們提出來的方案還在處理中，我們不會坐視不管，讓台糖說要把那些土地收回，所有市民在那裡運動台糖都不准，沒有這回事，這部分希望站在雙贏互惠，我想這是歷史造成的，我們必須去正視歷史的問題，好好來處理，我們會期待高雄市藉的立法委員，能在這部分站在高雄市民的立場，和經濟部有很好的溝通，希望將這件事圓滿解決來結束。,"['高雄市政府教育局', '高雄市立中正高級工業職業學校']",0,2,16, , , , ,0,16,129
2877,2020部門,10062,自來水公司在九曲堂抽取伏流水，抽起來的水可以生飲，我聽說水質不錯，這是第一項；第二項，澄清湖傳習齋前面有九座運動設施，是本席建議觀光局去做的，現在已經施設了，將來維護各方面的問題，是不是協調一下；第三個問題，就是澄清湖的廁所大致都改善完成，現在只剩下大門入口處，有一條小徑進去那一座廁所，已經很老舊不符合時代了，所以須要改善，還有另外一個就是在傳習齋旁邊，那一個也都沒有做整理。其他的都整理得很好，只剩那兩座沒有改善使整個不搭配，等一下請一起回答。,"['高雄市政府觀光局', '自來水公司']",0,3,0,2, , , ,1,0,333
1224,2020市總,4634,"這是自行車橋，這個我們感謝市長，我們已經快要通了。前鎮河沿岸只有興仁公園有一個廁所，你知道嗎？沿岸有很多年輕朋友，還是市民朋友晚上要去散步的時候，雖然那裡有原住民事務委員會、有無障礙之家，但是他們晚上是關門的，他們要去尿尿，他們也不知道要到哪裡去，所以他們一再要求我，是不是可以再增設一座廁所？這是可行的，因為讓兄弟姐妹走太遠，有時候年輕朋友牽手要來約會都沒有辦法。這是原民會，這裡是自行車天橋、前鎮河。本席已經當了十年的議員，每一次質詢我在這裡都講很多有關前鎮河的事情，這是原住民的廣場、舞台，本來宛蓉想說這個舞台可以像有很多的舞台有野台戲，有愛音樂的民眾可以來這裡表演，後來也謝謝他用原住民的圖騰，我也支持，我也高興。興仁橋已經通車了，明鳳橋也通車了，前鎮河沿岸在98年7月發包，花了3,500萬做改善，整個沿岸景觀、照明都非常的好，包括也有做一些抽水站的改善，沿岸都非常的漂亮，以前叫做鳳山橋，現在叫做明鳳橋，也謝謝市長你的大力協助，都已經完成了，每年也都有經費的挹注，但是整個前鎮河那麼漂亮，讓我們整個自行車橋，以後從愛河沿岸到成功路的自行車道也增設了非常多公里，如果大家一直走，走到我們的前鎮新地標就是凱旋、中山自行車橋的時候，又讓他們走到我們的前鎮河，那裡剛好是在原民會的前面，也剛好是在無障礙之家的前面，那邊如果還有一個地方設置廁所的話，我覺得更是美不勝收。",['無障礙之家'],0,2,0, , , , ,0,0,333
2423,2020部門,8029,接著是有關殯葬業的問題，每次參加殯葬活動，公祭、告別式的時候，心情就已經很沉重，尤其是喪家，在火化場，你們一直說要改善殯葬設施及火葬場的爐具，我覺得有改善但是沒有治本，只有治標沒有治本，有時候不知道是當機還是怎樣，忽然間整個烏煙瘴氣的。局長，你有參加過，你知道在那邊辦喪事的家屬已經夠可憐，心情已經夠沉重了，你對改善殯葬設施的品質，應該要確實的落實，不要只是一直在改善，到現在還是沒有辦法完全治本，局長，你知道本席的意思嗎？請你表達你的看法。主席（陳議員麗珍）：局長，請答覆。民政局曾局長姿雯：火化爐的換新工程，原來有18座，目前已經更新了12座，還有6座沒有更新。但是議員也知道，吉日是大家的，好日子數量就會增加，目前已經大幅度去做改善，我們會再加快腳步，把還沒有更新完成的，全部完成。周議員鍾?：如果你沒有一次更新完成，我們會讓人家覺得沒有辦法完成，你只做了一半嘛！對不對？民政局曾局長姿雯：還有6座，有的還要排期程，因為有的還要運作。周議員鍾?：但是計畫做得好一些，好不好？行百里者半於九十，差個半尺、1尺的，會讓人家覺得很可惜，最後真的前功盡棄，我覺得給人家的感受不太好。民政局曾局長姿雯：一定會越來越好。周議員鍾?：如果差6座，最好在明年度之內…。民政局曾局長姿雯：明年度會再更新3座。周議員鍾?：就3座！你的意思還要兩、三年就是了。可以的話，就儘速，一次就把它結束，這是本席的看法。〔好。〕,['高雄市政府民政局'],0,3,4, , , , ,1,4,167
163,2020新聞,591,「做自己身體的主人。」高雄市政府教育局反校園性騷擾、性侵害，在全國首創「身體界線」（bodyboundary）隨身貼紙，局長范巽綠昨天與學生宣示反校園性騷與性侵，也在男女學生書包貼上警示隨身貼紙，表示每個人身體有著不可「觸碰」的界線，面對任何人故意逾越、侵犯「身體界限」的行為，都要大聲與勇敢的「說不」。為強化校園師生向性侵害、性騷擾行為「SayNo」，同時讓學生瞭解「身體界線」與自主權，教育局特別製作十二萬份攜帶式的「身體界線」（bodyboundary）貼紙，於昨天發送給各級學校學生、教師與運動教練，同時提供申訴專線電話○七－七四○六六一○，即時協助需要幫助的師生。高雄市教育局於昨天，在高市府性別平等教育委員會召開前，由局長范巽綠與林石猛、黃志中、卓紋君、楊稚慧等委員，以及中正高工等校學生、運動員等，共同宣示反校園性騷與性侵，希望藉著推出「身體界線」的隨身貼紙、海報與申訴專線電話，在校園建置性別平等安全防護網，藉此傳達教育局與教師、學生們，攜手捍衛性別平等權決心，以加強防制校園性騷性侵事件的發生。中正高工學生昨天演出精彩的「身體界線」行動劇，透過教練指導女學生游泳時，來表示不可逾越觸碰身體泳裝的部分，希望讓師生瞭解在教學過程中，身體某些部分是不可以觸碰的界線，以而落實性別平等教育。范巽綠說，教育局要求各級學校辦理教師與體育師、教練資甄選時，須嚴格審查應試人員，是否有刑事犯罪紀錄，或違反教師法等相關規定，藉此杜絕品德言行不良施教者進入校園；教育局未來將推動「身體界線」教育，納入學生相關課程領域，督促學校落實教師性別平等教育研習，讓師生之間能在安全、正向與快樂的校園，共同成長與學習。,"['高雄市政府教育局', '高雄市立中正高級工業職業學校']",0,2,16, , , , ,0,16,129
